edge	sources	pmids
YDR310C (u) YDL042C	hickmanma2007	17676954
YDL042C (u) YDR363W	ohyat2008|cuperusg2002	18757937|12399377
YDR363W (u) YDL042C	ohyat2008|cuperusg2002	18757937|12399377
YDL042C (u) YDR439W	chanjn2011	21664583
YDR439W (u) YDL042C	chanjn2011	21664583
YDL042C (u) YDR440W	nghh2003|nghh2002	12876293|12080090
YDR440W (u) YDL042C	nghh2003|nghh2002	12876293|12080090
YDL042C (u) YDR448W	jacobsons2009	19737915
YDR448W (u) YDL042C	jacobsons2009	19737915
YDL042C (u) YEL032W	liachkoi2009	19064704
YEL032W (u) YDL042C	liachkoi2009	19064704
YDL042C (u) YER129W	breitkreutza2010	20489023
YER129W (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YFR028C	bloomj2011|tannyjc2004|huangj2006|breitkreutza2010	15282295|20489023|21127052|17043313
YFR028C (u) YDL042C	bloomj2011|tannyjc2004|huangj2006|breitkreutza2010	15282295|20489023|21127052|17043313
YDL042C (u) YGL201C	liachkoi2009	19064704
YGL201C (u) YDL042C	liachkoi2009	19064704
YDL042C (u) YGR052W	breitkreutza2010	20489023
YGR052W (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YHR119W	nghh2003	12876293
YHR119W (u) YDL042C	nghh2003	12876293
YDL042C (u) YIL035C	breitkreutza2010	20489023
YIL035C (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YIL150C	liachkoi2005|liachkoi2009|douglasnl2005	19064704|16085704|16328881
YIL150C (u) YDL042C	liachkoi2005|liachkoi2009|douglasnl2005	19064704|16085704|16328881
YDL042C (u) YJL076W	cuperusg2000|huangj2006|shouw2001|breitkreutza2010|straightaf1999|tannyjc2004|collinssr2007|krogannj2006|gavinac2002|shouw1999|hickmanm2007|hacw2010|ghidellis2001|huangj2003	10219245|10219244|17043313|16554755|20489023|20947565|10835361|17316680|12923057|11500379|11805826|11511359|15282295|17200106
YJL076W (u) YDL042C	cuperusg2000|huangj2006|shouw2001|breitkreutza2010|straightaf1999|tannyjc2004|collinssr2007|krogannj2006|gavinac2002|shouw1999|hickmanm2007|hacw2010|ghidellis2001|huangj2003	10219245|10219244|17043313|16554755|20489023|20947565|10835361|17316680|12923057|11500379|11805826|11511359|15282295|17200106
YDL042C (u) YJR057W	breitkreutza2010	20489023
YJR057W (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YKL023W	breitkreutza2010	20489023
YKL023W (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YKR010C	huangj2006|breitkreutza2010	20489023|17043313
YKR010C (u) YDL042C	huangj2006|breitkreutza2010	20489023|17043313
YDL042C (u) YKR101W	huangj2006|caseyl2008|gardnerka2001	11157772|18045995|17043313
YKR101W (u) YDL042C	huangj2006|caseyl2008|gardnerka2001	11157772|18045995|17043313
YDL042C (u) YLL001W	breitkreutza2010	20489023
YLL001W (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YLR274W	liachkoi2009	19064704
YLR274W (u) YDL042C	liachkoi2009	19064704
YDL042C (u) YLR347C	huangj2006	17043313
YLR347C (u) YDL042C	huangj2006	17043313
YDL042C (u) YLR442C	tannyjc2004|huangj2006|cubizollesf2006|straightaf1999|rudnerad2005|moazedd1997|liougg2005|buchbergerjr2008|bournsbd1998	10219245|9122169|15907466|9710643|16543151|17043313|15282295|18794362|15899856
YLR442C (u) YDL042C	tannyjc2004|huangj2006|cubizollesf2006|straightaf1999|rudnerad2005|moazedd1997|liougg2005|buchbergerjr2008|bournsbd1998	10219245|9122169|15907466|9710643|16543151|17043313|15282295|18794362|15899856
YDL042C (u) YML109W	royn1999	10398844
YML109W (u) YDL042C	royn1999	10398844
YDL042C (u) YMR049C	breitkreutza2010	20489023
YMR049C (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YMR273C	royn1999	10398844
YMR273C (u) YDL042C	royn1999	10398844
YDL042C (u) YMR307W	kochmr2009	19541632
YMR307W (u) YDL042C	kochmr2009	19541632
YDL042C (u) YOL017W	cuperusg2002	12399377
YOL017W (u) YDL042C	cuperusg2002	12399377
YDL042C (u) YOR061W	breitkreutza2010	20489023
YOR061W (u) YDL042C	breitkreutza2010	20489023
YDL042C (u) YOR279C	huangj2006|froydca2011	17043313|21690292
YOR279C (u) YDL042C	huangj2006|froydca2011	17043313|21690292
YDL042C (u) YOR341W	huangj2003	12923057
YOR341W (u) YDL042C	huangj2003	12923057
YDL042C (u) YPR010C	huangj2003	12923057
YPR010C (u) YDL042C	huangj2003	12923057
YDL043C (u) YDR240C	balzerrj2008	18268012
YDR240C (u) YDL043C	balzerrj2008	18268012
YDL043C (u) YGL049C	fromontracinem1997|kafaslap2009	9207794|19838078
YGL049C (u) YDL043C	fromontracinem1997|kafaslap2009	9207794|19838078
YDL043C (u) YGR162W	hoy2002|fromontracinem1997|kafaslap2009	9207794|19838078|11805837
YGR162W (u) YDL043C	hoy2002|fromontracinem1997|kafaslap2009	9207794|19838078|11805837
YDL043C (u) YJL203W	fromontracinem1997|uetzp2000|rainjc1996|marsoliermc1997|wiestliterature1996|krogannj2006|wellsse1994|gavinac2006|legrainp1993|collinssr2007	9159467|8969185|16554755|16429126|8718683|9207794|8065365|10688190|8211114|17200106
YJL203W (u) YDL043C	fromontracinem1997|uetzp2000|rainjc1996|marsoliermc1997|wiestliterature1996|krogannj2006|wellsse1994|gavinac2006|legrainp1993|collinssr2007	9159467|8969185|16554755|16429126|8718683|9207794|8065365|10688190|8211114|17200106
YDL043C (u) YKL074C	abovichn1994	7926772
YKL074C (u) YDL043C	abovichn1994	7926772
YDL043C (u) YLL036C	ohimd2002|stevenssw2002	11884590|11804584
YLL036C (u) YDL043C	ohimd2002|stevenssw2002	11884590|11804584
YDL043C (u) YNL210W	spingolam2004	14973223
YNL210W (u) YDL043C	spingolam2004	14973223
YDL043C (u) YNL286W	yand1998	9710584
YNL286W (u) YDL043C	yand1998	9710584
YDL043C (u) YOR308C	mishrask2011	21614000
YOR308C (u) YDL043C	mishrask2011	21614000
YDL043C (u) YPL213W	tardiffdf2006|collinssr2007|schwerb2011	16618970|17200106|21558325
YPL213W (u) YDL043C	tardiffdf2006|collinssr2007|schwerb2011	16618970|17200106|21558325
YDL044C (u) YFL036W	rodehefferms2001|markovda2009	19536766|11118450
YFL036W (u) YDL044C	rodehefferms2001|markovda2009	19536766|11118450
YDL044C (u) YLR067C	naithanis2003	12529447
YLR067C (u) YDL044C	naithanis2003	12529447
YDL044C (u) YMR257C	naithanis2003	12529447
YMR257C (u) YDL044C	naithanis2003	12529447
YDL047W (u) YDL140C	jouvetn2010	21129186
YDL140C (u) YDL047W	jouvetn2010	21129186
YDL047W (u) YDL143W	breitkreutza2010	20489023
YDL143W (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YDR188W	hoy2002|breitkreutza2010	20489023|11805837
YDR188W (u) YDL047W	hoy2002|breitkreutza2010	20489023|11805837
YDL047W (u) YDR212W	breitkreutza2010	20489023
YDR212W (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YDR477W	ruiza2011	21464305
YDR477W (u) YDL047W	ruiza2011	21464305
YDL047W (u) YFR040W	kuepferl2007|krogannj2006|breitkreutza2010|jablonowskid2009|lukemm1996|gavinac2002|hoy2002|gavinac2006|krogannj2004|tarassovk2008|collinssr2007	8649382|20489023|16554755|17846631|16429126|19749176|17200106|11805826|11805837|18467557|14759368
YFR040W (u) YDL047W	kuepferl2007|krogannj2006|breitkreutza2010|jablonowskid2009|lukemm1996|gavinac2002|hoy2002|gavinac2006|krogannj2004|tarassovk2008|collinssr2007	8649382|20489023|16554755|17846631|16429126|19749176|17200106|11805826|11805837|18467557|14759368
YDL047W (u) YGL197W	gavinac2006|zacchilf2010|gavinac2002	20457806|11805826|16429126
YGL197W (u) YDL047W	gavinac2006|zacchilf2010|gavinac2002	20457806|11805826|16429126
YDL047W (u) YGR161C	gavinac2006|collinssr2007|breitkreutza2010	20489023|16429126|17200106
YGR161C (u) YDL047W	gavinac2006|collinssr2007|breitkreutza2010	20489023|16429126|17200106
YDL047W (u) YGR184C	breitkreutza2010	20489023
YGR184C (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YIL142W	gavinac2006|breitkreutza2010|gavinac2002	20489023|11805826|16429126
YIL142W (u) YDL047W	gavinac2006|breitkreutza2010|gavinac2002	20489023|11805826|16429126
YDL047W (u) YIL153W	vanhoofc2005|mitchellda2001|douvillej2004|zhengy2005	15447631|15689491|15150670|11134337
YIL153W (u) YDL047W	vanhoofc2005|mitchellda2001|douvillej2004|zhengy2005	15447631|15689491|15150670|11134337
YDL047W (u) YJL014W	breitkreutza2010	20489023
YJL014W (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YJL098W	krogannj2006|jablonowskid2009|lukemm1996|gavinac2002|hoy2002|gavinac2006|krogannj2004|breitkreutza2010|collinssr2007	8649382|16554755|20489023|16429126|19749176|17200106|11805826|11805837|14759368
YJL098W (u) YDL047W	krogannj2006|jablonowskid2009|lukemm1996|gavinac2002|hoy2002|gavinac2006|krogannj2004|breitkreutza2010|collinssr2007	8649382|16554755|20489023|16429126|19749176|17200106|11805826|11805837|14759368
YDL047W (u) YJL111W	breitkreutza2010	20489023
YJL111W (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YJR007W	cherkasovav2010	20404097
YJR007W (u) YDL047W	cherkasovav2010	20404097
YDL047W (u) YKL080W	breitkreutza2010	20489023
YKL080W (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YKL110C	jablonowskid2004	14718557
YKL110C (u) YDL047W	jablonowskid2004	14718557
YDL047W (u) YKL203C	yang2006	16874307
YKL203C (u) YDL047W	yang2006	16874307
YDL047W (u) YKR028W	krogannj2006|jablonowskid2009|lukemm1996|gavinac2002|hoy2002|gavinac2006|krogannj2004|breitkreutza2010|collinssr2007	8649382|16554755|20489023|16429126|19749176|17200106|11805826|11805837|14759368
YKR028W (u) YDL047W	krogannj2006|jablonowskid2009|lukemm1996|gavinac2002|hoy2002|gavinac2006|krogannj2004|breitkreutza2010|collinssr2007	8649382|16554755|20489023|16429126|19749176|17200106|11805826|11805837|14759368
YDL047W (u) YLR384C	jablonowskid2004|tarassovk2008	18467557|14718557
YLR384C (u) YDL047W	jablonowskid2004|tarassovk2008	18467557|14718557
YDL047W (u) YMR028W	yang2006|wangh2003|jacintoe2001|jablonowskid2009|hoy2002|breitkreutza2010|zhengy2005|vanhoofc2005	15689491|14551259|11805837|20489023|19749176|15447631|16874307|11741537
YMR028W (u) YDL047W	yang2006|wangh2003|jacintoe2001|jablonowskid2009|hoy2002|breitkreutza2010|zhengy2005|vanhoofc2005	15689491|14551259|11805837|20489023|19749176|15447631|16874307|11741537
YDL047W (u) YNL025C	breitkreutza2010	20489023
YNL025C (u) YDL047W	breitkreutza2010	20489023
YDL047W (u) YPL152W	vanhoofc2005|mitchellda2001	15447631|11134337
YPL152W (u) YDL047W	vanhoofc2005|mitchellda2001	15447631|11134337
YDL051W (u) YDR395W	hoy2002|gavinac2006|rosenblumjs1997|rosenblumjs1998	9817748|9412461|16429126|11805837
YDR395W (u) YDL051W	hoy2002|gavinac2006|rosenblumjs1997|rosenblumjs1998	9817748|9412461|16429126|11805837
YDL051W (u) YER125W	guptar2007|hesselberthjr2006	16606443|17551511
YER125W (u) YDL051W	guptar2007|hesselberthjr2006	16606443|17551511
YDL053C (u) YEL048C	montpetitb2009	19220810
YEL048C (u) YDL053C	montpetitb2009	19220810
YDL053C (u) YGR178C	yuh2008|mangusda2004|fleischertc2006	16702403|18719252|15121841
YGR178C (u) YDL053C	yuh2008|mangusda2004|fleischertc2006	16702403|18719252|15121841
YDL053C (u) YHR121W	collinssr2007|krogannj2006|fleischertc2006	16702403|16554755|17200106
YHR121W (u) YDL053C	collinssr2007|krogannj2006|fleischertc2006	16702403|16554755|17200106
YDL053C (u) YIL106W	breitkreutza2010	20489023
YIL106W (u) YDL053C	breitkreutza2010	20489023
YDL053C (u) YJL057C	breitkreutza2010	20489023
YJL057C (u) YDL053C	breitkreutza2010	20489023
YDL053C (u) YLR362W	breitkreutza2010	20489023
YLR362W (u) YDL053C	breitkreutza2010	20489023
YDL053C (u) YNL157W	talarekn2010	20471941
YNL157W (u) YDL053C	talarekn2010	20471941
YDL053C (u) YPL042C	breitkreutza2010	20489023
YPL042C (u) YDL053C	breitkreutza2010	20489023
YDL053C (u) YPL140C	breitkreutza2010	20489023
YPL140C (u) YDL053C	breitkreutza2010	20489023
YDL053C (u) YPR106W	breitkreutza2010	20489023
YPR106W (u) YDL053C	breitkreutza2010	20489023
YDL055C (u) YDR135C	paumicm2007	17434123
YDR135C (u) YDL055C	paumicm2007	17434123
YDL055C (u) YDR510W	yuh2008|pansevg2004|hannichjt2005|denisonc2005	15292183|18719252|15590687|15542864
YDR510W (u) YDL055C	yuh2008|pansevg2004|hannichjt2005|denisonc2005	15292183|18719252|15590687|15542864
YDL055C (u) YER012W	vermar2000	11029046
YER012W (u) YDL055C	vermar2000	11029046
YDL055C (u) YHR200W	seongkm2007|guerreroc2008	17499717|18757749
YHR200W (u) YDL055C	seongkm2007|guerreroc2008	17499717|18757749
YDL055C (u) YLR166C	decraenejo2006	16624861
YLR166C (u) YDL055C	decraenejo2006	16624861
YDL055C (u) YPR119W	honeys2001	11160944
YPR119W (u) YDL055C	honeys2001	11160944
YDL056W (u) YHR206W	bouquinn1999	10512874
YHR206W (u) YDL056W	bouquinn1999	10512874
YDL056W (u) YLL036C	stevenssw2002	11804584
YLL036C (u) YDL056W	stevenssw2002	11804584
YDL056W (u) YLR182W	earph2009|krogannj2006|siegmundrf1996|bouquinn1999|gavinac2002|collinssr2007	16554755|8649372|19820714|10512874|11805826|17200106
YLR182W (u) YDL056W	earph2009|krogannj2006|siegmundrf1996|bouquinn1999|gavinac2002|collinssr2007	16554755|8649372|19820714|10512874|11805826|17200106
YDL056W (u) YNR009W	debruinra2006	16916637
YNR009W (u) YDL056W	debruinra2006	16916637
YDL056W (u) YOR066W	ashem2008	18160399
YOR066W (u) YDL056W	ashem2008	18160399
YDL056W (u) YPL153C	smolkamb2006	17130285
YPL153C (u) YDL056W	smolkamb2006	17130285
YDL058W (u) YFL038C	ballewn2005	15689495
YFL038C (u) YDL058W	ballewn2005	15689495
YDL059C (u) YDR510W	cremonaca2012	22285753
YDR510W (u) YDL059C	cremonaca2012	22285753
YDL059C (u) YER095W	davisap2003	13679150
YER095W (u) YDL059C	davisap2003	13679150
YDL059C (u) YGR056W	oumjh2011	21807899
YGR056W (u) YDL059C	oumjh2011	21807899
YDL059C (u) YLR357W	oumjh2011	21807899
YLR357W (u) YDL059C	oumjh2011	21807899
YDL059C (u) YML032C	davisap2003|pannunzionr2012|cortesledesmaf2004|hoy2002|shii2009|davisap2001|lisbym2004	19812039|15454565|15369670|13679150|11606529|23170228|11805837
YML032C (u) YDL059C	davisap2003|pannunzionr2012|cortesledesmaf2004|hoy2002|shii2009|davisap2001|lisbym2004	19812039|15454565|15369670|13679150|11606529|23170228|11805837
YDL059C (u) YNL312W	davisap2003	13679150
YNL312W (u) YDL059C	davisap2003	13679150
YDL060W (u) YGR162W	schaefert2003	12628929
YGR162W (u) YDL060W	schaefert2003	12628929
YDL060W (u) YJL010C	thomsone2007	17956976
YJL010C (u) YDL060W	thomsone2007	17956976
YDL060W (u) YKL054C	schaefert2003	12628929
YKL054C (u) YDL060W	schaefert2003	12628929
YDL060W (u) YKL143W	strunkbs2012|gavinac2006|collinssr2007|gavinac2002	22770215|17200106|11805826|16429126
YKL143W (u) YDL060W	strunkbs2012|gavinac2006|collinssr2007|gavinac2002	22770215|17200106|11805826|16429126
YDL060W (u) YML010W	schaefert2003	12628929
YML010W (u) YDL060W	schaefert2003	12628929
YDL060W (u) YMR315W	schaefert2003	12628929
YMR315W (u) YDL060W	schaefert2003	12628929
YDL060W (u) YNL207W	strunkbs2011|schaefert2003|gavinac2002|gavinac2006|schaefert2006|merlj2010|collinssr2007|campbellmg2011	21835981|16738661|12628929|16429126|11805826|20100801|17200106|21283762
YNL207W (u) YDL060W	strunkbs2011|schaefert2003|gavinac2002|gavinac2006|schaefert2006|merlj2010|collinssr2007|campbellmg2011	21835981|16738661|12628929|16429126|11805826|20100801|17200106|21283762
YDL060W (u) YOR056C	hoy2002|gavinac2006|schaefert2003|gavinac2002	16429126|12628929|11805826|11805837
YOR056C (u) YDL060W	hoy2002|gavinac2006|schaefert2003|gavinac2002	16429126|12628929|11805826|11805837
YDL060W (u) YOR145C	gavinac2006|schaefert2003|gavinac2002	12628929|11805826|16429126
YOR145C (u) YDL060W	gavinac2006|schaefert2003|gavinac2002	12628929|11805826|16429126
YDL060W (u) YOR204W	schaefert2003	12628929
YOR204W (u) YDL060W	schaefert2003	12628929
YDL060W (u) YPL012W	dosilm2011|collinssr2007|gavinac2006|schaefert2003|gavinac2002	21482668|12628929|17200106|11805826|16429126
YPL012W (u) YDL060W	dosilm2011|collinssr2007|gavinac2006|schaefert2003|gavinac2002	21482668|12628929|17200106|11805826|16429126
YDL060W (u) YPL042C	breitkreutza2010	20489023
YPL042C (u) YDL060W	breitkreutza2010	20489023
YDL060W (u) YPL204W	hoy2002|collinssr2007|gavinac2006|schaefert2003	12628929|17200106|16429126|11805837
YPL204W (u) YDL060W	hoy2002|collinssr2007|gavinac2006|schaefert2003	12628929|17200106|16429126|11805837
YDL060W (u) YPL266W	collinssr2007|gavinac2006|schaefert2003|gavinac2002	12628929|17200106|11805826|16429126
YPL266W (u) YDL060W	collinssr2007|gavinac2006|schaefert2003|gavinac2002	12628929|17200106|11805826|16429126
YDL061C (u) YNL207W	strunkbs2011	21835981
YNL207W (u) YDL061C	strunkbs2011	21835981
YDL064W (u) YDR363W	sollierj2009	19158389
YDR363W (u) YDL064W	sollierj2009	19158389
YDL064W (u) YDR510W	yuh2008|bencsathkp2002|uetzp2000|wangj2011|parkerjl2012|zhouw2004|hocw2011|dudadm2007|johnsones1997|denisonc2005|yousefaf2010|wohlschlegelja2004|schwarzse1998	21518767|15166219|17475278|9435231|10688190|9341106|18719252|15326169|12354763|15542864|20543865|21209884|23034805
YDR510W (u) YDL064W	yuh2008|bencsathkp2002|uetzp2000|wangj2011|parkerjl2012|zhouw2004|hocw2011|dudadm2007|johnsones1997|denisonc2005|yousefaf2010|wohlschlegelja2004|schwarzse1998	21518767|15166219|17475278|9435231|10688190|9341106|18719252|15326169|12354763|15542864|20543865|21209884|23034805
YDL064W (u) YER016W	meednun2008	18832349
YER016W (u) YDL064W	meednun2008	18832349
YDL064W (u) YER116C	iit2007	17669696
YER116C (u) YDL064W	iit2007	17669696
YDL064W (u) YGR140W	montpetitb2006|wongj2007	17634282|16923829
YGR140W (u) YDL064W	montpetitb2006|wongj2007	17634282|16923829
YDL064W (u) YJR076C	takahashiy2001	11587849
YJR076C (u) YDL064W	takahashiy2001	11587849
YDL064W (u) YLR032W	hoegec2002	12226657
YLR032W (u) YDL064W	hoegec2002	12226657
YDL064W (u) YLR263W	eichingercs2010	20534433
YLR263W (u) YDL064W	eichingercs2010	20534433
YDL064W (u) YLR394W	chengch2006	16847351
YLR394W (u) YDL064W	chengch2006	16847351
YDL064W (u) YMR080C	takahashis2008	18676617
YMR080C (u) YDL064W	takahashis2008	18676617
YDL064W (u) YMR168C	jiangw1996	8668125
YMR168C (u) YDL064W	jiangw1996	8668125
YDL064W (u) YMR190C	sollierj2009	19158389
YMR190C (u) YDL064W	sollierj2009	19158389
YDL064W (u) YNL152W	labedzkak2012	22623719
YNL152W (u) YDL064W	labedzkak2012	22623719
YDL064W (u) YOR156C	takahashiy2003	12761287
YOR156C (u) YDL064W	takahashiy2003	12761287
YDL064W (u) YOR269W	alonsoa2012	23034179
YOR269W (u) YDL064W	alonsoa2012	23034179
YDL064W (u) YPL269W	meednun2008	18832349
YPL269W (u) YDL064W	meednun2008	18832349
YDL065C (u) YDR244W	eckertjh2003	12876220
YDR244W (u) YDL065C	eckertjh2003	12876220
YDL065C (u) YDR265W	eckertjh2003	12876220
YDR265W (u) YDL065C	eckertjh2003	12876220
YDL065C (u) YDR329C	halbacha2009|munckjm2009|motleyam2012|goettek1998	22643220|9418908|19017643|19948495
YDR329C (u) YDL065C	halbacha2009|munckjm2009|motleyam2012|goettek1998	22643220|9418908|19017643|19948495
YDL065C (u) YGL153W	eckertjh2003|tarassovk2008	12876220|18467557
YGL153W (u) YDL065C	eckertjh2003|tarassovk2008	12876220|18467557
YDL065C (u) YGR052W	fasoloj2011	21460040
YGR052W (u) YDL065C	fasoloj2011	21460040
YDL065C (u) YJL006C	fasoloj2011	21460040
YJL006C (u) YDL065C	fasoloj2011	21460040
YDL065C (u) YJL057C	fasoloj2011	21460040
YJL057C (u) YDL065C	fasoloj2011	21460040
YDL065C (u) YJL210W	eckertjh2003	12876220
YJL210W (u) YDL065C	eckertjh2003	12876220
YDL065C (u) YKR001C	vizeacoumarfj2006	16520372
YKR001C (u) YDL065C	vizeacoumarfj2006	16520372
YDL065C (u) YLR191W	eckertjh2003|rottensteinerh2004|tarassovk2008	12876220|15133130|18467557
YLR191W (u) YDL065C	eckertjh2003|rottensteinerh2004|tarassovk2008	12876220|15133130|18467557
YDL065C (u) YLR324W	vizeacoumarfj2006	16551610
YLR324W (u) YDL065C	vizeacoumarfj2006	16551610
YDL065C (u) YMR026C	eckertjh2003	12876220
YMR026C (u) YDL065C	eckertjh2003	12876220
YDL065C (u) YMR163C	itot2001|fagarasanua2006	11283351|16678774
YMR163C (u) YDL065C	itot2001|fagarasanua2006	11283351|16678774
YDL065C (u) YNL214W	eckertjh2003|girzalskyw2006	12876220|16679311
YNL214W (u) YDL065C	eckertjh2003|girzalskyw2006	12876220|16679311
YDL065C (u) YOL147C	tarassovk2008|eckertjh2003|rottensteinerh2004|vizeacoumarfj2006	12876220|16551610|15133130|16520372|18467557
YOL147C (u) YDL065C	tarassovk2008|eckertjh2003|rottensteinerh2004|vizeacoumarfj2006	12876220|16551610|15133130|16520372|18467557
YDL065C (u) YOR326W	otzenm2012	22486971
YOR326W (u) YDL065C	otzenm2012	22486971
YDL065C (u) YPL112C	rottensteinerh2004|tarassovk2008	15133130|18467557
YPL112C (u) YDL065C	rottensteinerh2004|tarassovk2008	15133130|18467557
YDL065C (u) YPL203W	fasoloj2011	21460040
YPL203W (u) YDL065C	fasoloj2011	21460040
YDL066W (u) YER036C	dongj2005	16260602
YER036C (u) YDL066W	dongj2005	16260602
YDL066W (u) YJL098W	breitkreutza2010	20489023
YJL098W (u) YDL066W	breitkreutza2010	20489023
YDL066W (u) YLR178C	beaufourm2012	22515269
YLR178C (u) YDL066W	beaufourm2012	22515269
YDL066W (u) YNL207W	breitkreutza2010	20489023
YNL207W (u) YDL066W	breitkreutza2010	20489023
YDL066W (u) YPL109C	breitkreutza2010	20489023
YPL109C (u) YDL066W	breitkreutza2010	20489023
YDL069C (u) YJL095W	breitkreutza2010	20489023
YJL095W (u) YDL069C	breitkreutza2010	20489023
YDL070W (u) YJL115W	chimurat2002	12093919
YJL115W (u) YDL070W	chimurat2002	12093919
YDL070W (u) YLR399C	yuh2008|brooksma2010|krogannj2006|collinssr2007|gavinac2002	20826334|16554755|18719252|11805826|17200106
YLR399C (u) YDL070W	yuh2008|brooksma2010|krogannj2006|collinssr2007|gavinac2002	20826334|16554755|18719252|11805826|17200106
YDL072C (u) YER120W	wilsonjd2011	21372176
