#pid	conf	gene_ids	eids	pathfinders	sif_edges
p508	0.817000	YLR113W|PDE2ID42|YCL032W|YER118C|HOG1ID29	edge17446|edge22245|edge21810|edge16737	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W u YER118C|YER118C d HOG1ID29
p509	0.688000	YLR113W|NPR66|YBR102C|YBR200W|HOG1RD38	edge22071|edge23756|edge22576|edge4900	paths	YLR113W d NPR66|NPR66 d YBR102C|YBR102C u YBR200W|YBR200W d HOG1RD38
p510	0.825000	YLR113W|NPR66|YER132C|YGR052W|HOG1ID32	edge22071|edge12976|edge17588|edge1294	paths	YLR113W d NPR66|NPR66 d YER132C|YER132C u YGR052W|YGR052W d HOG1ID32
p511	0.000000	YLR113W|PDE2RA52|YOL081W|YLL039C|HOG1ID25	edge26596|edge12791|edge23507|edge13058	paths	YLR113W d PDE2RA52|PDE2RA52 d YOL081W|YOL081W u YLL039C|YLL039C d HOG1ID25
p512	0.895000	YFR028C|NPR66|YNL243W|PDE2RA58|YJR059W|CDC14RD19	edge20541|edge8877|edge9106|edge19159|edge15351	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d CDC14RD19
p513	0.899000	YFR028C|YNL307C|YNL027W|CDC14RD20	edge18452|edge2921|edge23985	paths	YFR028C u YNL307C|YNL307C d YNL027W|YNL027W d CDC14RD20
p514	0.913000	YFR028C|NPR66|YHR082C|YDL220C|CDC14RD20	edge20541|edge16635|edge5989|edge1340	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YDL220C|YDL220C d CDC14RD20
p515	0.914000	YFR028C|NPR74|YLR190W|YPL031C|CDC14RD15	edge3342|edge25024|edge6248|edge16530	paths	YFR028C d NPR74|NPR74 d YLR190W|YLR190W u YPL031C|YPL031C d CDC14RD15
p516	0.895000	YLR113W|NPR66|YNL243W|NPI65|YGR240C|HOG1ID27	edge22071|edge8877|edge3476|edge15987|edge10558	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YGR240C|YGR240C d HOG1ID27
p517	0.910000	YOR360C|YPL203W|NPR73|YKL008C|PDE2RA58	edge22774|edge5613|edge15986|edge13692	paths	YOR360C d YPL203W|YPL203W d NPR73|NPR73 d YKL008C|YKL008C d PDE2RA58
p518	0.906000	YOR360C|YJL164C|HOG1RD33|YLR096W|PDE2RA52	edge26934|edge19848|edge7059|edge20343	paths	YOR360C d YJL164C|YJL164C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d PDE2RA52
p519	0.911000	YLR113W|YKL101W|YKR048C|HOG1ID31	edge13280|edge16336|edge8654	paths	YLR113W d YKL101W|YKL101W d YKR048C|YKR048C d HOG1ID31
p520	0.897000	YLR113W|YER151C|YPR181C|HOG1ID31	edge10952|edge26366|edge25476	paths	YLR113W d YER151C|YER151C d YPR181C|YPR181C d HOG1ID31
p521	0.001000	YLR113W|YOR039W|YBR109C|HOG1ID28	edge3502|edge4054|edge11156	paths	YLR113W u YOR039W|YOR039W u YBR109C|YBR109C d HOG1ID28
p522	0.891000	YFR028C|YDL140C|YPL203W|CDC14RD19	edge5596|edge6222|edge1784	paths	YFR028C d YDL140C|YDL140C u YPL203W|YPL203W d CDC14RD19
p523	0.908000	YFR028C|YDR239C|NPI65|YLR096W|CDC14RD21	edge9507|edge16580|edge539|edge4527	paths	YFR028C u YDR239C|YDR239C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p524	0.912000	YFR028C|YCL024W|YJL187C|CDC14ID2	edge22003|edge10112|edge23852	paths	YFR028C u YCL024W|YCL024W u YJL187C|YJL187C d CDC14ID2
p525	0.907000	YOR360C|YJL164C|NPR72|YKL008C|PDE2RA58	edge26934|edge4644|edge21983|edge13692	paths	YOR360C d YJL164C|YJL164C d NPR72|NPR72 d YKL008C|YKL008C d PDE2RA58
p526	0.903000	YFR028C|YJL187C|HOG1ID29|YJR059W|CDC14RD19	edge26121|edge5332|edge22866|edge15351	paths	YFR028C u YJL187C|YJL187C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p527	0.914000	YFR028C|YER177W|YER133W|CDC14RD24	edge25958|edge13582|edge17490	paths	YFR028C u YER177W|YER177W u YER133W|YER133W d CDC14RD24
p528	0.905000	YLR113W|PDE2RA52|YBL085W|NPI65|YGR240C|HOG1ID27	edge26596|edge22208|edge3835|edge15987|edge10558	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPI65|NPI65 d YGR240C|YGR240C d HOG1ID27
p529	0.922000	YFR028C|YDR477W|NPR73|YPR032W|CDC14RD20	edge25832|edge16027|edge452|edge1128	paths	YFR028C u YDR477W|YDR477W d NPR73|NPR73 d YPR032W|YPR032W d CDC14RD20
p530	0.912000	YFR028C|YCL024W|YJL187C|CDC14ID7	edge22003|edge10112|edge102	paths	YFR028C u YCL024W|YCL024W u YJL187C|YJL187C d CDC14ID7
p531	0.903000	YFR028C|YJL187C|HOG1ID29|YJR059W|CDC14RD20	edge26121|edge5332|edge22866|edge3077	paths	YFR028C u YJL187C|YJL187C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p532	0.904000	YFR028C|HOG1RD33|YJL020C|NPI61|YHL009C|CDC14RD23	edge9388|edge818|edge12747|edge19208|edge11604	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p533	0.910000	YLR113W|YGR218W|YHR170W|HOG1ID31	edge7028|edge6666|edge10502	paths	YLR113W u YGR218W|YGR218W u YHR170W|YHR170W d HOG1ID31
p534	0.915000	YFR028C|YDL155W|NPR67|YHL007C|CDC14RD19	edge15472|edge25663|edge6326|edge17303	paths	YFR028C u YDL155W|YDL155W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD19
p535	0.915000	YFR028C|YDL155W|NPR67|YHL007C|CDC14RD15	edge15472|edge25663|edge6326|edge11434	paths	YFR028C u YDL155W|YDL155W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD15
p536	0.899000	YLR113W|PDE2ID42|YJL128C|YJR059W|HOG1RD33	edge17446|edge5429|edge16569|edge17453	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d YJR059W|YJR059W d HOG1RD33
p537	0.900000	YFR028C|YER177W|YHL007C|CDC14RD15	edge25958|edge25525|edge11434	paths	YFR028C u YER177W|YER177W u YHL007C|YHL007C d CDC14RD15
p538	0.895000	YFR028C|YDL149W|NPR76|YJR059W|CDC14RD20	edge11716|edge14284|edge21920|edge3077	paths	YFR028C u YDL149W|YDL149W d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD20
p539	0.914000	YFR028C|NPR66|YLR190W|YPL031C|CDC14RD15	edge20541|edge26338|edge6248|edge16530	paths	YFR028C d NPR66|NPR66 d YLR190W|YLR190W u YPL031C|YPL031C d CDC14RD15
p540	0.917000	YOR360C|YKL166C|NPI65|YIR006C|PDE2RA58	edge18417|edge10752|edge17415|edge27123	paths	YOR360C d YKL166C|YKL166C d NPI65|NPI65 d YIR006C|YIR006C d PDE2RA58
p541	0.899000	YLR113W|PDE2RA52|YBL085W|YAL041W|HOG1RD38	edge26596|edge22208|edge13076|edge1944	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YAL041W|YAL041W d HOG1RD38
p542	0.919000	YFR028C|YDL155W|YBR160W|CDC14RD13	edge15472|edge1570|edge9307	paths	YFR028C u YDL155W|YDL155W u YBR160W|YBR160W d CDC14RD13
p543	0.005000	YFR028C|YCR086W|YDR225W|CDC14RD15	edge14118|edge1378|edge3792	paths	YFR028C u YCR086W|YCR086W u YDR225W|YDR225W d CDC14RD15
p544	0.000000	YFR028C|YNL001W|YOR061W|CDC14RD20	edge18102|edge14438|edge19864	paths	YFR028C u YNL001W|YNL001W u YOR061W|YOR061W d CDC14RD20
p545	0.900000	YFR028C|YER177W|YHL007C|CDC14RD19	edge25958|edge25525|edge17303	paths	YFR028C u YER177W|YER177W u YHL007C|YHL007C d CDC14RD19
p546	0.899000	YLR113W|PDE2RA52|YBL085W|YAL041W|HOG1RD35	edge26596|edge22208|edge13076|edge15040	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YAL041W|YAL041W d HOG1RD35
p547	0.896000	YLR113W|YPR115W|YDR247W|HOG1ID27	edge506|edge20522|edge24976	paths	YLR113W u YPR115W|YPR115W u YDR247W|YDR247W d HOG1ID27
p548	0.905000	YFR028C|YNL161W|NPI61|YJL020C|CDC14ID7	edge10053|edge8830|edge4117|edge9488	paths	YFR028C u YNL161W|YNL161W d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p549	0.895000	YFR028C|YDL149W|NPR76|YJR059W|CDC14RD19	edge11716|edge14284|edge21920|edge15351	paths	YFR028C u YDL149W|YDL149W d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD19
p550	0.907000	YFR028C|NPR66|YHR082C|YDL025C|CDC14RD20	edge20541|edge16635|edge27416|edge22098	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YDL025C|YDL025C d CDC14RD20
p551	0.901000	YFR028C|HOG1RD33|YDR293C|NPI63|YJR059W|CDC14RD19	edge9388|edge10530|edge21838|edge6361|edge15351	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD19
p552	0.914000	YFR028C|YCL024W|YLR314C|CDC14RD23	edge22003|edge27292|edge25146	paths	YFR028C u YCL024W|YCL024W u YLR314C|YLR314C d CDC14RD23
p553	0.902000	YFR028C|CDC14RD23|YCR002C|NPI65|YHL007C|CDC14RD19	edge5259|edge23480|edge11412|edge7987|edge17303	paths	YFR028C d CDC14RD23|CDC14RD23 d YCR002C|YCR002C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p554	0.049000	YLR113W|NPR66|YML057W|YBR109C|HOG1ID28	edge22071|edge4872|edge14511|edge11156	paths	YLR113W d NPR66|NPR66 d YML057W|YML057W u YBR109C|YBR109C d HOG1ID28
p555	0.899000	YFR028C|HOG1RD33|YDR293C|NPI63|YGR162W|CDC14ID9	edge9388|edge10530|edge21838|edge12098|edge11108	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPI63|NPI63 d YGR162W|YGR162W d CDC14ID9
p556	0.904000	YLR113W|NPR66|YHR082C|YKL168C|HOG1ID29	edge22071|edge16635|edge1618|edge17914	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d YKL168C|YKL168C d HOG1ID29
p557	0.902000	YFR028C|CDC14RD23|YCR002C|NPI65|YHL007C|CDC14RD15	edge5259|edge23480|edge11412|edge7987|edge11434	paths	YFR028C d CDC14RD23|CDC14RD23 d YCR002C|YCR002C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p558	0.906000	YFR028C|YNL307C|YKL101W|CDC14RD15	edge18452|edge3983|edge8525	paths	YFR028C u YNL307C|YNL307C d YKL101W|YKL101W d CDC14RD15
p559	0.920000	YFR028C|CDC14RD23|YKL101W|YOR141C|CDC14RD20	edge5259|edge12414|edge18647|edge13495	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W u YOR141C|YOR141C d CDC14RD20
p560	0.909000	YFR028C|YAL024C|NPI61|YJL080C|CDC14RD23	edge19943|edge7641|edge11666|edge10647	paths	YFR028C d YAL024C|YAL024C d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p561	0.904000	YLR113W|NPR66|YBL103C|YFR021W|HOG1ID27	edge22071|edge23733|edge4500|edge11259	paths	YLR113W d NPR66|NPR66 d YBL103C|YBL103C u YFR021W|YFR021W d HOG1ID27
p562	0.150000	YFR028C|YHR061C|YJR076C|CDC14RD23	edge24082|edge11310|edge18074	paths	YFR028C u YHR061C|YHR061C u YJR076C|YJR076C d CDC14RD23
p563	0.914000	YFR028C|NPR74|YIL159W|NPR67|YDR507C|CDC14RD23	edge3342|edge15822|edge5415|edge12389|edge23009	paths	YFR028C d NPR74|NPR74 d YIL159W|YIL159W d NPR67|NPR67 d YDR507C|YDR507C d CDC14RD23
p564	0.779000	YLR113W|PDE2ID42|YLR257W|YNL183C|HOG1ID31	edge17446|edge15615|edge22636|edge1493	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR257W|YLR257W u YNL183C|YNL183C d HOG1ID31
p565	0.077000	YFR028C|NPR74|YGL178W|YBR160W|CDC14RD13	edge3342|edge14817|edge22329|edge9307	paths	YFR028C d NPR74|NPR74 d YGL178W|YGL178W u YBR160W|YBR160W d CDC14RD13
p566	0.913000	YOR360C|YJL164C|CDC14RD20|YNR031C|PDE2ID42	edge26934|edge24413|edge26487|edge24999	paths	YOR360C d YJL164C|YJL164C d CDC14RD20|CDC14RD20 d YNR031C|YNR031C d PDE2ID42
p567	0.913000	YFR028C|YGR052W|HOG1ID32|YJR076C|CDC14RD23	edge17458|edge1294|edge11800|edge18074	paths	YFR028C u YGR052W|YGR052W d HOG1ID32|HOG1ID32 d YJR076C|YJR076C d CDC14RD23
p568	0.909000	YFR028C|YDL025C|YMR196W|CDC14RD20	edge3865|edge5282|edge21766	paths	YFR028C u YDL025C|YDL025C u YMR196W|YMR196W d CDC14RD20
p569	0.830000	YFR028C|YJL095W|YFL023W|CDC14RD20	edge17963|edge20688|edge16122	paths	YFR028C u YJL095W|YJL095W d YFL023W|YFL023W d CDC14RD20
p570	0.650000	YFR028C|YPL209C|YMR260C|CDC14RA12	edge4662|edge12357|edge427	paths	YFR028C u YPL209C|YPL209C u YMR260C|YMR260C d CDC14RA12
p571	0.956000	YLR113W|YLR248W|HOG1ID31	edge12768|edge7061	paths	YLR113W d YLR248W|YLR248W d HOG1ID31
p572	0.916000	YFR028C|YLR096W|YER133W|CDC14RD24	edge9729|edge19762|edge17490	paths	YFR028C u YLR096W|YLR096W u YER133W|YER133W d CDC14RD24
p573	0.907000	YLR113W|PDE2ID42|YLR248W|YJL128C|HOG1ID27	edge17446|edge5702|edge11086|edge10277	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d YJL128C|YJL128C d HOG1ID27
p574	0.102000	YFR028C|YCL014W|YHR107C|CDC14RD23	edge26210|edge19840|edge25043	paths	YFR028C u YCL014W|YCL014W u YHR107C|YHR107C d CDC14RD23
p575	0.914000	YLR113W|YGR218W|YHR082C|HOG1ID29	edge7028|edge7422|edge11764	paths	YLR113W u YGR218W|YGR218W u YHR082C|YHR082C d HOG1ID29
p576	0.907000	YLR113W|PDE2ID42|YLR248W|YJL128C|HOG1ID29	edge17446|edge5702|edge11086|edge12466	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d YJL128C|YJL128C d HOG1ID29
p577	0.914000	YFR028C|YJL076W|HOG1RD33|YLR096W|CDC14RD21	edge5395|edge11997|edge7059|edge4527	paths	YFR028C u YJL076W|YJL076W d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d CDC14RD21
p578	0.152000	YFR028C|YHR061C|YHR107C|CDC14RD23	edge24082|edge6322|edge25043	paths	YFR028C u YHR061C|YHR061C u YHR107C|YHR107C d CDC14RD23
p579	0.909000	YFR028C|PDE2ID42|YBL085W|YLR096W|CDC14RD21	edge14811|edge27224|edge17197|edge4527	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YLR096W|YLR096W d CDC14RD21
p580	0.889000	YOR360C|YJL164C|NPR66|YNL243W|PDE2RA58	edge26934|edge18888|edge8877|edge9106	paths	YOR360C d YJL164C|YJL164C d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58
p581	0.811000	YLR113W|YCL032W|YJL128C|HOG1ID29	edge18665|edge17374|edge12466	paths	YLR113W d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID29
p582	0.811000	YLR113W|YCL032W|YJL128C|HOG1ID27	edge18665|edge17374|edge10277	paths	YLR113W d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID27
p583	0.914000	YLR113W|YBR279W|YGL008C|HOG1ID29	edge10478|edge8462|edge602	paths	YLR113W u YBR279W|YBR279W u YGL008C|YGL008C d HOG1ID29
p584	0.901000	YFR028C|YDL149W|NPR76|YNL027W|CDC14RD20	edge11716|edge14284|edge20615|edge23985	paths	YFR028C u YDL149W|YDL149W d NPR76|NPR76 d YNL027W|YNL027W d CDC14RD20
p585	0.621000	YLR113W|NPR66|YLR429W|YFL039C|HOG1ID32	edge22071|edge15080|edge2157|edge27500	paths	YLR113W d NPR66|NPR66 d YLR429W|YLR429W u YFL039C|YFL039C d HOG1ID32
p586	0.923000	YFR028C|CDC14RD23|YKL101W|YDL220C|CDC14RD20	edge5259|edge12414|edge23497|edge1340	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W u YDL220C|YDL220C d CDC14RD20
p587	0.952000	YFR028C|YGR052W|CDC14RD19	edge17458|edge21148	paths	YFR028C u YGR052W|YGR052W d CDC14RD19
p588	0.895000	YFR028C|HOG1RD33|YJL020C|NPI61|YJL080C|CDC14RD23	edge9388|edge818|edge12747|edge11666|edge10647	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p589	0.908000	YFR028C|YGR052W|YHR186C|CDC14RD20	edge17458|edge2483|edge3317	paths	YFR028C u YGR052W|YGR052W u YHR186C|YHR186C d CDC14RD20
p590	0.898000	YOR360C|YJL164C|YPR171W|PDE2RA58	edge26934|edge10776|edge18764	paths	YOR360C d YJL164C|YJL164C d YPR171W|YPR171W d PDE2RA58
p591	0.825000	YLR113W|PDE2RA52|YCL032W|YNL161W|HOG1RD33	edge26596|edge10211|edge8396|edge12917	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W u YNL161W|YNL161W d HOG1RD33
p592	0.027000	YFR028C|YOR119C|YMR260C|CDC14RA12	edge19880|edge7216|edge427	paths	YFR028C u YOR119C|YOR119C u YMR260C|YMR260C d CDC14RA12
p593	0.907000	YLR113W|PDE2ID42|YLR248W|NPR76|YJR059W|HOG1RD33	edge17446|edge5702|edge15247|edge21920|edge17453	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1RD33
p594	0.037000	YFR028C|YMR055C|YLR314C|CDC14RD23	edge26664|edge3190|edge25146	paths	YFR028C u YMR055C|YMR055C u YLR314C|YLR314C d CDC14RD23
p595	0.917000	YFR028C|CDC14RD23|YKL101W|YBL064C|CDC14RD20	edge5259|edge12414|edge3010|edge18393	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d YBL064C|YBL064C d CDC14RD20
p596	0.909000	YFR028C|HOG1RD33|YLR096W|YGR287C|CDC14RD20	edge9388|edge7059|edge13489|edge7358	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YGR287C|YGR287C d CDC14RD20
p597	0.650000	YFR028C|YPL209C|YOR141C|CDC14RD20	edge4662|edge14906|edge13495	paths	YFR028C u YPL209C|YPL209C u YOR141C|YOR141C d CDC14RD20
p598	0.959000	YFR028C|YDR477W|CDC14RD19	edge25832|edge16672	paths	YFR028C u YDR477W|YDR477W d CDC14RD19
p599	0.904000	YFR028C|HOG1RD38|YJL128C|HOG1ID29|YLR096W|CDC14RD21	edge26845|edge18483|edge12466|edge19181|edge4527	paths	YFR028C d HOG1RD38|HOG1RD38 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p600	0.905000	YLR113W|PDE2ID42|YJL128C|YJL076W|HOG1RD33	edge17446|edge5429|edge18199|edge11997	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YJL076W|YJL076W d HOG1RD33
p601	0.001000	YFR028C|NPR66|YDR229W|YPR119W|CDC14RD15	edge20541|edge19149|edge25814|edge25060	paths	YFR028C d NPR66|NPR66 d YDR229W|YDR229W u YPR119W|YPR119W d CDC14RD15
p602	0.921000	YFR028C|YIL095W|YDL220C|CDC14RD20	edge27089|edge11317|edge1340	paths	YFR028C u YIL095W|YIL095W d YDL220C|YDL220C d CDC14RD20
p603	0.913000	YFR028C|HOG1RD33|YDR293C|NPR73|YPR032W|CDC14RD20	edge9388|edge10530|edge25325|edge452|edge1128	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPR73|NPR73 d YPR032W|YPR032W d CDC14RD20
p604	0.896000	YLR113W|YHR205W|NPR73|YJL020C|HOG1ID29	edge20906|edge14169|edge13252|edge25051	paths	YLR113W u YHR205W|YHR205W d NPR73|NPR73 d YJL020C|YJL020C d HOG1ID29
p605	0.920000	YLR113W|YIR006C|YFL023W|HOG1ID28	edge10082|edge20191|edge16869	paths	YLR113W d YIR006C|YIR006C u YFL023W|YFL023W d HOG1ID28
p606	0.825000	YLR113W|NPR66|YER132C|YPL203W|HOG1RD33	edge22071|edge12976|edge6219|edge24524	paths	YLR113W d NPR66|NPR66 d YER132C|YER132C u YPL203W|YPL203W d HOG1RD33
p607	0.903000	YFR028C|NPR66|YNL243W|NPR71|YJR076C|CDC14RD23	edge20541|edge8877|edge2281|edge3428|edge18074	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPR71|NPR71 d YJR076C|YJR076C d CDC14RD23
p608	0.895000	YLR113W|NPR66|YNL243W|PDE2RA58|YJR059W|HOG1RD33	edge22071|edge8877|edge9106|edge19159|edge17453	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d HOG1RD33
p609	0.615000	YLR113W|NPR66|YLR429W|YLL039C|HOG1ID25	edge22071|edge15080|edge4205|edge13058	paths	YLR113W d NPR66|NPR66 d YLR429W|YLR429W u YLL039C|YLL039C d HOG1ID25
p610	0.948000	YLR113W|PDE2ID42|YJL128C|HOG1ID29	edge17446|edge5429|edge12466	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29
p611	0.948000	YLR113W|PDE2ID42|YJL128C|HOG1ID27	edge17446|edge5429|edge10277	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27
p612	0.898000	YLR113W|YER118C|YJL128C|HOG1ID27	edge25020|edge21133|edge10277	paths	YLR113W d YER118C|YER118C u YJL128C|YJL128C d HOG1ID27
p613	0.890000	YLR113W|YPR115W|NPI63|YGR162W|HOG1RA39	edge506|edge15808|edge12098|edge2379	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YGR162W|YGR162W d HOG1RA39
p614	0.900000	YFR028C|YER177W|NPR69|YHL007C|CDC14RD15	edge25958|edge9829|edge24337|edge11434	paths	YFR028C u YER177W|YER177W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p615	0.895000	YFR028C|YBL016W|YJL080C|CDC14RD23	edge8622|edge10942|edge10647	paths	YFR028C u YBL016W|YBL016W u YJL080C|YJL080C d CDC14RD23
p616	0.912000	YLR113W|PDE2RA52|YDR507C|YKL101W|HOG1RD35	edge26596|edge11481|edge17801|edge7890	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YKL101W|YKL101W d HOG1RD35
p617	0.900000	YFR028C|YER177W|NPR69|YHL007C|CDC14RD19	edge25958|edge9829|edge24337|edge17303	paths	YFR028C u YER177W|YER177W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p618	0.898000	YFR028C|NPR66|YNL243W|NPI65|YLR096W|CDC14RD21	edge20541|edge8877|edge3476|edge539|edge4527	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p619	0.000000	YFR028C|YIL035C|YOR061W|CDC14RD20	edge22507|edge20348|edge19864	paths	YFR028C u YIL035C|YIL035C u YOR061W|YOR061W d CDC14RD20
p620	0.916000	YLR113W|PDE2ID42|YLR248W|YMR068W|HOG1ID29	edge17446|edge5702|edge14952|edge25320	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YMR068W|YMR068W d HOG1ID29
p621	0.912000	YLR113W|YIR006C|NPI61|YHR158C|HOG1ID29	edge10082|edge16225|edge16389|edge3270	paths	YLR113W d YIR006C|YIR006C d NPI61|NPI61 d YHR158C|YHR158C d HOG1ID29
p622	0.908000	YLR113W|YLR248W|YKL168C|HOG1ID29	edge12768|edge12187|edge17914	paths	YLR113W d YLR248W|YLR248W d YKL168C|YKL168C d HOG1ID29
p623	0.921000	YFR028C|NPR74|YPL020C|NPR71|YIL095W|CDC14RD23	edge3342|edge23261|edge2112|edge11238|edge6290	paths	YFR028C d NPR74|NPR74 d YPL020C|YPL020C d NPR71|NPR71 d YIL095W|YIL095W d CDC14RD23
p624	0.906000	YOR360C|YJL164C|CDC14RD20|YLR096W|PDE2ID42	edge26934|edge24413|edge663|edge5078	paths	YOR360C d YJL164C|YJL164C d CDC14RD20|CDC14RD20 d YLR096W|YLR096W d PDE2ID42
p625	0.911000	YFR028C|NPR66|YHR082C|YOR141C|CDC14RD20	edge20541|edge16635|edge20866|edge13495	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YOR141C|YOR141C d CDC14RD20
p626	0.917000	YFR028C|YJL076W|YDR477W|CDC14RD19	edge5395|edge16773|edge16672	paths	YFR028C u YJL076W|YJL076W u YDR477W|YDR477W d CDC14RD19
p627	0.905000	YLR113W|PDE2ID42|YLR248W|PDE2RA52|YKR048C|HOG1ID31	edge17446|edge5702|edge6775|edge17922|edge8654	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d HOG1ID31
p628	0.905000	YFR028C|NPR74|YBL085W|NPR69|YHL007C|CDC14RD15	edge3342|edge27446|edge15985|edge24337|edge11434	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p629	0.899000	YFR028C|YJL128C|HOG1ID29|YJR059W|CDC14RD20	edge14720|edge12466|edge22866|edge3077	paths	YFR028C u YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p630	0.907000	YFR028C|PDE2ID42|YBL085W|YGR052W|CDC14RD19	edge14811|edge27224|edge3702|edge21148	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YGR052W|YGR052W d CDC14RD19
p631	0.905000	YFR028C|NPR74|YBL085W|NPR69|YHL007C|CDC14RD19	edge3342|edge27446|edge15985|edge24337|edge17303	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p632	0.789000	YFR028C|YDL159W|YJL080C|CDC14RD23	edge15696|edge9437|edge10647	paths	YFR028C u YDL159W|YDL159W u YJL080C|YJL080C d CDC14RD23
p633	0.902000	YFR028C|YOR061W|YJL187C|CDC14ID7	edge6481|edge20872|edge102	paths	YFR028C u YOR061W|YOR061W u YJL187C|YJL187C d CDC14ID7
p634	0.906000	YLR113W|PDE2RA52|YDR507C|YNL078W|HOG1ID32	edge26596|edge11481|edge24702|edge7006	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YNL078W|YNL078W d HOG1ID32
p635	0.914000	YFR028C|CDC14RD23|YKL101W|NPR67|YHL007C|CDC14RD19	edge5259|edge12414|edge23257|edge6326|edge17303	paths	YFR028C d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d NPR67|NPR67 d YHL007C|YHL007C d CDC14RD19
